2023-05-28 16:51:59.8528415 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:43:00.1435548 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:43:38.8176493 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:44:52.4415788 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:45:29.7735039 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:48:31.069394 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:51:34.3834004 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:51:56.772487 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:53:09.4024521 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:54:54.9906346 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:55:56.1863153 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:56:24.644643 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 16:58:05.8682976 TextField[id=usernameBox, styleClass=text-input text-field] Failed
2023-06-02 16:58:07.4756158 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:00:06.2574532 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:01:38.0949146 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:02:11.2278049 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:02:36.7865229 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:05:43.0761699 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:06:15.0715122 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:08:45.4532626 TextField[id=usernameBox, styleClass=text-input text-field] successful
2023-06-02 17:09:09.7759606 TextField[id=usernameBox, styleClass=text-input text-field] successful
